clip,method,frames,masked_psnr,masked_ssim,masked_mae,outside_mae,boundary_te,extra_mask_ratio
synthetic_001_I-210618_I01001_W01,Boundary-only,40,10.456219673156738,0.3006731867790222,0.23929157853126526,0.021063322201371193,0.05270333215594292,0.18128472566604614
synthetic_001_I-210618_I01001_W01,Temporal union,40,11.482330322265625,0.3366774022579193,0.2119506299495697,0.03717372566461563,0.026734566316008568,1.3178842067718506
synthetic_001_I-210618_I01001_W01,Ours-Balanced,40,11.784502983093262,0.40499454736709595,0.19340495765209198,0.021952124312520027,0.036117468029260635,0.4004890024662018
synthetic_001_I-210618_I01001_W01,Area-matched dilation,40,11.604506492614746,0.4011757969856262,0.19809606671333313,0.02139998972415924,0.04246852919459343,0.3957856595516205
synthetic_001_I-210618_I01001_W01,Area-matched distance-only,40,11.886202812194824,0.4103514552116394,0.1904372274875641,0.021611850708723068,0.037829458713531494,0.3853376507759094
synthetic_002_I-210618_I01006_W04,Boundary-only,40,12.444584846496582,0.49165764451026917,0.15483638644218445,0.014687685295939445,0.03826906159520149,0.15826904773712158
synthetic_002_I-210618_I01006_W04,Temporal union,40,10.670175552368164,0.34012049436569214,0.22486038506031036,0.0482168011367321,0.03341628238558769,1.521592378616333
synthetic_002_I-210618_I01006_W04,Ours-Balanced,40,12.709006309509277,0.5086200833320618,0.14867237210273743,0.01602364331483841,0.034489117562770844,0.4299122393131256
synthetic_002_I-210618_I01006_W04,Area-matched dilation,40,12.972819328308105,0.539795994758606,0.13900887966156006,0.014803352765738964,0.029816702008247375,0.37396588921546936
synthetic_002_I-210618_I01006_W04,Area-matched distance-only,40,12.78751277923584,0.5264365673065186,0.14435388147830963,0.015036074444651604,0.03012486733496189,0.38806408643722534
synthetic_003_I-210627_O01004_W04,Boundary-only,40,11.99908447265625,0.2711532711982727,0.16978442668914795,0.015018311329185963,0.037617381662130356,0.02655010297894478
synthetic_003_I-210627_O01004_W04,Temporal union,40,14.273249626159668,0.21355894207954407,0.14889827370643616,0.01970309019088745,0.022505000233650208,0.8864909410476685
synthetic_003_I-210627_O01004_W04,Ours-Balanced,40,15.987531661987305,0.403050035238266,0.09205901622772217,0.015590709634125233,0.027854764834046364,0.3576212227344513
synthetic_003_I-210627_O01004_W04,Area-matched dilation,40,18.205364227294922,0.6343870162963867,0.054939329624176025,0.015237757936120033,0.021517200395464897,0.30304867029190063
synthetic_003_I-210627_O01004_W04,Area-matched distance-only,40,17.513206481933594,0.5095006823539734,0.07004344463348389,0.015532219782471657,0.024126533418893814,0.35239893198013306
synthetic_004_I-210627_O04018_W05,Boundary-only,40,23.4398250579834,0.7701586484909058,0.04442213848233223,0.010771362110972404,0.009942869655787945,0.10015998035669327
synthetic_004_I-210627_O04018_W05,Temporal union,40,13.436914443969727,0.20841816067695618,0.15667688846588135,0.026675080880522728,0.005722212605178356,1.8515983819961548
